K,normalized_K,inverse_K,alpha,seed
437,17.01337347470878,7.895237785356099e-05,0.3,367
229,8.915474887204372,0.0006805369805785248,0.3,368
333,12.964424180956575,0.00019535411299533261,0.3,369
16,0.6229152759618775,4.84436356191467,0.3,370
276,10.745288510342387,0.00036526360192703556,0.3,371
191,7.436051106794912,0.0012460212439059349,0.3,372
330,12.847627566713724,0.00020133697446068568,0.3,373
180,7.007796854571122,0.0015184307401443335,0.3,374
130,5.061186617190255,0.004492542179673578,0.3,375
333,12.964424180956575,0.00019535411299533261,0.3,376
365,14.21025473288033,0.0001438778003226134,0.3,377
205,7.981101973261556,0.000984291649835984,0.3,378
395,15.37822087530885,0.00011057230225536254,0.3,379
284,11.056746148323326,0.0003320796052984986,0.3,380
299,11.640729219537587,0.00027972591937697384,0.3,381
220,8.565085044475815,0.0007778473949848838,0.3,382
65,2.5305933085951273,0.045281987677690684,0.3,383
418,16.27366158450405,9.15620972553535e-05,0.3,384
283,11.017813943575709,0.0003360071760064166,0.3,385
66,2.569525513342745,0.04303517293805413,0.3,386
365,14.21025473288033,0.0001438778003226134,0.3,387
143,5.56730527890928,0.0032697650402489643,0.3,388
261,10.161305439128126,0.0004400496161940247,0.3,389
95,3.6985594510236477,0.012780798465341003,0.3,390
384,14.94996662308506,0.00012148777823737462,0.3,391
210,8.175762996999643,0.0009083203032825682,0.3,392
324,12.61403433822802,0.00021403590680032616,0.3,393
241,9.38266134417578,0.0005740017226260292,0.3,394
246,9.577322367913867,0.0005360265656379689,0.3,395
121,4.7107967744616985,0.00570626719129553,0.3,396
232,9.032271501447223,0.0006516434806067864,0.3,397
316,12.30257670024708,0.00023263750364808963,0.3,398
333,12.964424180956575,0.00019535411299533261,0.3,399
221,8.604017249223434,0.0007661769671346193,0.3,400
395,15.37822087530885,0.00011057230225536254,0.3,401
320,12.45830551923755,0.00022308484941199215,0.3,402
112,4.360406931733142,0.007383176694519602,0.3,403
370,14.404915756618417,0.00013749838298297485,0.3,404
249,9.694118982156718,0.0005148003664194428,0.3,405
217,8.448288430232964,0.0008142746068032535,0.3,406
252,9.810915596399571,0.0004946540110839348,0.3,407
225,8.759746068213902,0.0007217081516101965,0.3,408
327,12.730830952470871,0.00020756023901602987,0.3,409
210,8.175762996999643,0.0009083203032825682,0.3,410
173,6.7352714213378,0.0017330708886589413,0.3,411
316,12.30257670024708,0.00023263750364808963,0.3,412
339,13.19801740944228,0.00018406491318449341,0.3,413
114,4.438271341228377,0.0069601804593479415,0.3,414
274,10.667424100847152,0.0003742267215436266,0.3,415
269,10.472763077109066,0.00039791997227028186,0.3,416
97,3.7764238605188822,0.011923329801384107,0.3,417
246,9.577322367913867,0.0005360265656379689,0.3,418
9,0.3503898427285561,32.97324120501619,0.3,419
93,3.620695041528413,0.013720191586281086,0.3,420
236,9.188000320437693,0.0006155499888352971,0.3,421
434,16.896576860465927,8.078627296440479e-05,0.3,422
324,12.61403433822802,0.00021403590680032616,0.3,423
281,10.939949534080474,0.00034404528045089023,0.3,424
214,8.33149181599011,0.0008529510205625551,0.3,425
98,3.8153560652664997,0.011522580529628007,0.3,426
238,9.265864729932927,0.0005984761034523365,0.3,427
321,12.497237723985167,0.00022077669598232218,0.3,428
345,13.431610637927983,0.00017360931389744243,0.3,429
214,8.33149181599011,0.0008529510205625551,0.3,430
338,13.159085204694662,0.0001858864228624541,0.3,431
269,10.472763077109066,0.00039791997227028186,0.3,432
195,7.591779925785382,0.0011628435807901239,0.3,433
457,17.792017569661127,6.80115497075482e-05,0.3,434
275,10.70635630559477,0.0003697098529604225,0.3,435
180,7.007796854571122,0.0015184307401443335,0.3,436
222,8.64294945397105,0.0007547331447690643,0.3,437
343,13.35374622843275,0.00017700665873207164,0.3,438
162,6.30701716911401,0.0021573467552885458,0.3,439
118,4.5940001602188465,0.00620435510556916,0.3,440
352,13.704136071161304,0.0001623657636241796,0.3,441
300,11.679661424285204,0.00027662992262698525,0.3,442
128,4.98332220769502,0.004730823790932292,0.3,443
273,10.628491896099534,0.00037881559316058414,0.3,444
309,12.030051267013759,0.0002506734892628875,0.3,445
311,12.107915676508995,0.0002453401958237201,0.3,446
214,8.33149181599011,0.0008529510205625551,0.3,447
315,12.263644495499463,0.00023510840671733387,0.3,448
45,1.7519492136427806,0.1542629474717419,0.3,449
376,14.63850898510412,0.00013031983494301986,0.3,450
253,9.849847801147188,0.00048816683053601556,0.3,451
415,16.156864970261196,9.378708015185304e-05,0.3,452
355,13.820932685404157,0.00015783700355318273,0.3,453
273,10.628491896099534,0.00037881559316058414,0.3,454
333,12.964424180956575,0.00019535411299533261,0.3,455
231,8.993339296699606,0.0006610942878754394,0.3,456
175,6.813135830833035,0.0016679249634454895,0.3,457
247,9.616254572661484,0.0005288268452541949,0.3,458
336,13.081220795199428,0.00018960032598770433,0.3,459
33,1.2847627566713724,0.43376736216416484,0.3,460
242,9.421593548923397,0.000566133408892134,0.3,461
304,11.835390243275672,0.00026468219382073027,0.3,462
259,10.083441029632892,0.000451478899122445,0.3,463
459,17.86988197915636,6.702873952183149e-05,0.3,464
90,3.503898427285561,0.015304822818522383,0.3,465
247,9.616254572661484,0.0005288268452541949,0.3,466
162,6.30701716911401,0.0021573467552885458,0.3,467
231,8.993339296699606,0.0006610942878754394,0.3,468
67,2.608457718090362,0.04093115458002039,0.3,469
183,7.124593468813974,0.001437031777437626,0.3,470
360,14.015593709142244,0.00015064740964037287,0.3,471
169,6.579542602347331,0.0018736177364325245,0.3,472
317,12.341508904994699,0.00023020025318081465,0.3,473
344,13.392678433180366,0.00017529728740588868,0.3,474
299,11.640729219537587,0.00027972591937697384,0.3,475
219,8.526152839728198,0.0007897499762843546,0.3,476
6,0.23359322848570407,127.3891685530334,0.3,477
188,7.31925449255206,0.0013135416261082894,0.3,478
371,14.443847961366034,0.00013626687789765866,0.3,479
307,11.952186857518525,0.00025615848895986363,0.3,480
93,3.620695041528413,0.013720191586281086,0.3,481
232,9.032271501447223,0.0006516434806067864,0.3,482
328,12.769763157218488,0.00020545837960623227,0.3,483
36,1.4015593709142244,0.3245600052926631,0.3,484
287,11.173542762566179,0.0003206493386860128,0.3,485
229,8.915474887204372,0.0006805369805785248,0.3,486
212,8.253627406494877,0.0008800698331134762,0.3,487
351,13.665203866413687,0.00016391283033277796,0.3,488
28,1.0901017329332856,0.7500839969118408,0.3,489
267,10.39489866761383,0.0004079426691359345,0.3,490
